20,56,arum lily,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Alismatales,Araceae,Aroideae,Zantedeschia
38,56,great masterwort,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Apiales,Apiaceae,,Astrantia
86,58,tree mallow,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Malvales,Malvaceae,Malvoideae,Malva
101,58,trumpet creeper,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Lamiales,Bignoniaceae,,Capsis
22,59,pincushion flower,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Dipsacales,Caprifolicaceae,,Scabiosa
42,59,daffodil,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Asparagales,Amaryllidaceae,Amaryllidoideae,Narcissus
2,60,hard-leaved pocket orchid,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Asparagales,Orchidaceae,Cypripedioideae,Paphiopedilum
54,61,sunflower,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,,Helianthus
66,61,osteospermum,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,Asteroideae,Osteospermum
70,62,tree poppy,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Ranunculales,Papaveraceae,Papaveroideae,Dendromecon
85,63,desert rose,,G4,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Rosales,Rosaceae,,Rosa
87,63,magnolia,,,Plantae,,,Tracheophytes,Angiosperms,Magnoliids,,Magnoliales,Magnoliaceae,,Magnolia
99,63,bromelia,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,Commelinids,Poales,Bromeliaceae,Bromelioideae,Bromelia
5,65,english marigold,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,,Calendula
28,66,stemless gentain,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Gentianales,Gentianaceae,,Gentiana
92,66,bee balm,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Lamiales,Lamiaceae,Nepeoideae,Monarda
97,66,mallow,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Malvales,Malvaceae,Malvoideae,Malva
40,67,lenten rose,hellebore,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Ranunculales,Ranunculaceae,Ranunculoideae,Helleborus
47,67,marigold,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,Asteroideae,Calendula
57,67,gaura,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Myrtales,Onagraceae,Onagroideae,Gaura
59,67,tithonia (incorrectly labeled as orange dahlia),mexican sunflower,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,,Tithonia
68,68,bearded iris,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Asparagales,Iridaceae,Iridoideae,Iris
69,68,windflower,anemone,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Ranunculales,Ranunculaceae,Ranunculoideae,Anemone
48,71,buttercup,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Ranunculales,Ranunculaceae,Ranunculoideae,Ranunculus
55,71,pelargonium,hibiscus,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Gentianales,Gentianaceae,,Pelargonium
36,75,cattleya,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Asparagales,Orchidaceae,Epidendroideae,Cattleya
91,76,hippesatrum,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Asparagales,Amaryllidaceae,Amaryllidoideae,Hippeastrum
29,78,artichoke,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,,Cynara
71,78,gazania,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,,Gazania
18,82,peruvian lily,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Liliales,Alstromeriaceae,,Alstroemeria
90,82,canna lily,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,Commelinids,Zingiberales,Cannaceae,,Canna
98,82,mexican petunia,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Lamiales,Acanthaceae,,Ruellia
8,85,bird of paradise,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,Commelinids,Zingiberales,Strelitziaceae,,Strelitzia
17,85,purple coneflower,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,,Echinacea
30,85,sweet william,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Caryophyllales,Caryophyllaceae,,Dianthis
52,85,wild pansy,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Magnoliales,Violaceae,,Viola
84,86,columbine,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Ranunculales,Ranunculaceae,Thailctroideae,Aquilegia
11,87,snapdragon,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Lamiales,Plantaginaceae,,Antirrhium
12,87,coltsfoot,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,Asteroideae,Tussilago
23,91,fritillary,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Liliales,Liliaceae,Liliodeae,Fritillaria
96,91,camellia,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Ericales,Theaceae,,Camellia
44,93,poinsettia,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Malpighiales,Euphorbiaceae,,Euphorbia
53,93,primula,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Ericales,Primulaceae,Primuloideae,Primula
72,96,azalea,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Ericales,Ericaceae,,Rhododendron
65,102,california poppy,,G4,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Ranunculales,Papaveraceae,,Eschscholzia
80,105,anthurium,,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Alismatales,Araceae,Pothoideae,Anthurium
76,107,morning glory,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Solanales,Convolvulaceae,,Ipomoea
37,108,cape flower,guernesy lily,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Asparagales,Amaryllidaceae,Amaryllidoideae,Nerine
56,109,bishop of llandaf dahlia,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,Asteroideae,Dahlia
60,109,dahlia,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,Asteroideae,Dahlia
82,112,clematis,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Ranunculales,Ranunculaceae,Ranunculoideae,Clematis
58,114,geranium,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Geraniales,Geraniaceae,,Geranium
75,120,thorn apple, jimsonweed,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Solanales,Solanaceae,,Datura
41,127,barberton daisy,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Asterales,Asteraceae,,Gerbera
95,128,bougainvillea,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Caryophyllales,Nyctaginaceae,,Bougainvillea
43,130,sword lily,gladiolus,,Plantae,,,Tracheophytes,Angiosperms,Monocots,,Asparagales,Iridaceae,Crocideae,Gladiolus
83,131,hibiscus,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Malvales,Malvaceae,Malvoideae,Hibiscus
78,137,lotus,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,,Proteales,Nelumbonaceae,,Nelumbo
88,154,cyclamen,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Ericales,Primulaceae,Myrisinoideae,Cyclamen
94,162,foxglove,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Lamiales,Plantaginaceae,,Digitalis
81,166,frangipani,plumeria,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Gentianales,Apocynaceae,,Plumeria
74,171,rose,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Rosales,Rosaceae,Rosoideae,Rosa
89,184,watercress,nasturtium,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Brassicales,Brassicaeae,,Nasturtium
73,194,water lily,,,Plantae,,,Tracheophytes,Angiosperms,,,Nymphaeales,Nymphaeaceae,,
46,196,wallflower,erysimum,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Brassicales,Brassicaeae,,Erysimum
77,251,passion flower,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Rosids,Malpighiales,Passifloraceae,,Passiflora
51,258,petunia,,,Plantae,,,Tracheophytes,Angiosperms,Eudicots,Asterids,Solanales,Solanaceae,Petuniodeae,Petunia
