,label,prediced_label,model correct
586,11,11,True
587,11,11,True
588,11,11,True
589,11,11,True
590,11,11,True
591,11,11,True
592,11,11,True
593,11,11,True
594,11,11,True
595,11,11,True
596,11,11,True
597,11,11,True
598,11,11,True
599,11,11,True
600,11,11,True
601,11,11,True
602,11,11,True
603,11,11,True
604,11,11,True
605,12,12,True
606,12,12,True
607,12,12,True
608,12,12,True
609,12,12,True
610,12,12,True
611,12,12,True
612,12,12,True
613,12,12,True
614,12,96,False
615,12,12,True
616,12,12,True
617,12,12,True
618,12,12,True
619,12,12,True
620,12,12,True
621,12,12,True
622,12,12,True
623,12,12,True
624,12,12,True
625,12,12,True
626,12,12,True
627,12,12,True
628,12,12,True
629,12,12,True
630,12,12,True
631,12,12,True
632,12,12,True
633,12,12,True
634,12,12,True
635,12,12,True
636,12,12,True
637,12,12,True
638,12,12,True
639,12,12,True
640,12,12,True
641,12,12,True
642,12,12,True
643,12,12,True
644,12,12,True
645,12,12,True
646,12,12,True
647,12,12,True
648,12,96,False
649,12,12,True
650,12,12,True
651,12,12,True
652,12,12,True
653,12,12,True
654,12,12,True
655,12,96,False
656,12,12,True
657,12,12,True
658,12,12,True
659,12,12,True
660,12,12,True
661,12,12,True
662,12,12,True
663,12,12,True
664,12,12,True
665,12,12,True
666,12,12,True
667,12,12,True
668,12,12,True
669,12,96,False
670,12,12,True
671,12,12,True
672,12,12,True
673,12,12,True
674,12,12,True
675,12,12,True
676,12,12,True
677,12,12,True
678,12,12,True
679,12,12,True
680,12,12,True
681,12,12,True
682,12,12,True
683,12,12,True
684,12,12,True
685,12,12,True
686,12,12,True
687,12,12,True
688,12,12,True
689,12,12,True
690,12,12,True
691,12,12,True
692,12,96,False
693,12,12,True
694,13,13,True
695,13,13,True
696,13,13,True
697,13,13,True
698,13,13,True
699,13,13,True
700,13,13,True
701,13,13,True
702,13,13,True
703,13,13,True
704,13,13,True
705,13,13,True
706,13,13,True
707,13,13,True
708,13,13,True
709,13,13,True
710,13,101,False
711,13,13,True
712,13,13,True
713,13,13,True
714,13,13,True
715,13,13,True
716,13,13,True
717,13,13,True
718,13,13,True
719,13,13,True
720,13,13,True
721,13,13,True
722,13,13,True
723,13,13,True
724,13,13,True
725,13,13,True
726,13,13,True
727,13,13,True
728,14,14,True
729,14,14,True
730,14,14,True
731,14,14,True
732,14,14,True
733,14,14,True
734,14,14,True
735,14,14,True
736,14,14,True
737,14,14,True
738,14,14,True
739,14,96,False
740,14,14,True
741,14,14,True
742,14,14,True
743,14,14,True
744,14,14,True
745,14,14,True
746,14,14,True
747,14,14,True
748,14,14,True
749,14,95,False
750,14,14,True
751,14,14,True
752,14,14,True
753,14,14,True
754,14,14,True
755,14,14,True
756,15,15,True
757,15,15,True
758,15,15,True
759,15,15,True
760,15,15,True
761,15,15,True
762,15,15,True
763,15,15,True
764,15,15,True
765,15,15,True
766,15,15,True
767,15,15,True
768,15,15,True
769,15,15,True
770,15,15,True
771,15,15,True
772,15,15,True
773,15,15,True
774,15,15,True
775,15,44,False
776,15,15,True
777,15,15,True
778,15,15,True
779,15,15,True
780,15,15,True
781,15,15,True
782,15,15,True
783,15,15,True
784,15,15,True
785,16,16,True
786,16,84,False
787,16,16,True
788,16,62,False
789,16,16,True
790,16,16,True
791,16,16,True
792,16,16,True
793,16,16,True
794,16,16,True
795,16,16,True
796,16,16,True
797,16,16,True
798,16,16,True
799,16,16,True
800,16,33,False
801,16,16,True
802,16,16,True
803,16,16,True
804,16,16,True
805,17,33,False
806,17,33,False
807,17,17,True
808,17,17,True
809,17,33,False
810,17,33,False
811,17,17,True
812,17,17,True
813,17,17,True
814,17,17,True
815,17,17,True
816,17,17,True
817,17,59,False
818,17,17,True
819,17,17,True
820,17,79,False
821,17,78,False
822,17,17,True
823,17,17,True
824,17,17,True
825,17,17,True
826,17,95,False
827,17,17,True
828,17,17,True
829,17,33,False
830,17,33,False
831,17,17,True
832,17,17,True
833,17,17,True
834,17,86,False
835,17,33,False
836,17,17,True
837,17,17,True
838,17,95,False
839,17,17,True
840,17,33,False
841,17,17,True
842,17,95,False
843,17,17,True
844,17,17,True
845,17,17,True
846,17,17,True
847,17,23,False
848,17,17,True
849,17,17,True
850,17,17,True
851,17,17,True
852,17,17,True
853,17,17,True
854,17,17,True
855,17,17,True
856,17,23,False
857,17,17,True
858,17,79,False
859,17,46,False
860,17,79,False
861,17,17,True
862,17,81,False
863,17,17,True
864,17,17,True
865,17,17,True
866,17,17,True
867,17,17,True
868,17,17,True
869,17,17,True
870,17,17,True
871,17,17,True
872,17,17,True
873,17,33,False
874,17,17,True
875,17,17,True
876,17,17,True
877,17,17,True
878,17,81,False
879,17,17,True
880,17,17,True
881,17,17,True
882,17,33,False
883,17,95,False
884,17,17,True
885,17,62,False
886,17,23,False
887,17,17,True
888,17,17,True
889,17,17,True
890,17,17,True
891,17,17,True
892,17,17,True
893,17,17,True
894,17,17,True
895,17,84,False
896,17,17,True
897,17,17,True
898,17,17,True
899,17,17,True
900,17,17,True
901,17,17,True
902,17,17,True
903,17,59,False
904,17,17,True
905,17,17,True
906,17,17,True
907,17,79,False
908,17,33,False
909,17,88,False
910,17,17,True
911,17,17,True
912,17,21,False
913,18,28,False
914,18,18,True
915,18,18,True
916,18,27,False
917,18,18,True
918,18,77,False
919,18,18,True
920,18,42,False
921,18,18,True
922,18,18,True
923,18,18,True
924,18,18,True
925,18,18,True
926,18,18,True
927,18,18,True
928,18,18,True
929,18,18,True
930,18,18,True
931,18,18,True
932,18,18,True
933,18,18,True
934,18,18,True
935,18,18,True
936,18,18,True
937,18,85,False
938,18,40,False
939,18,18,True
940,18,18,True
941,18,18,True
942,18,77,False
943,18,36,False
944,18,18,True
945,18,11,False
946,18,18,True
947,18,18,True
948,18,18,True
949,18,18,True
950,18,18,True
951,18,18,True
952,18,18,True
953,18,18,True
954,18,18,True
955,18,18,True
956,19,19,True
957,19,19,True
958,19,19,True
959,19,19,True
960,19,19,True
961,19,19,True
962,19,19,True
963,19,19,True
964,19,19,True
965,19,19,True
966,19,19,True
967,19,19,True
968,19,19,True
969,19,19,True
970,19,19,True
971,19,19,True
972,19,19,True
973,19,19,True
974,19,19,True
975,19,19,True
976,19,19,True
977,19,46,False
978,19,19,True
979,19,19,True
980,19,19,True
981,19,19,True
982,19,19,True
983,19,19,True
984,19,19,True
985,19,19,True
986,19,19,True
987,19,19,True
988,19,19,True
989,19,19,True
990,19,19,True
991,19,19,True
992,19,19,True
993,19,19,True
994,19,19,True
995,19,19,True
996,19,19,True
997,19,19,True
998,19,19,True
999,19,19,True
1000,19,19,True
1001,19,19,True
1002,19,19,True
1003,19,19,True
1004,19,19,True
1005,19,19,True
1006,19,19,True
1007,20,20,True
1008,20,20,True
1009,20,20,True
1010,20,20,True
1011,20,20,True
1012,20,19,False
1013,20,20,True
1014,20,20,True
1015,20,20,True
1016,20,20,True
1017,20,20,True
1018,20,20,True
1019,20,19,False
1020,20,20,True
1021,20,20,True
1022,20,20,True
1023,20,20,True
1024,20,19,False
1025,20,20,True
1026,20,20,True
1027,20,20,True
1028,20,20,True
1029,20,20,True
1030,20,20,True
1031,20,20,True
1032,20,20,True
1033,20,20,True
1034,20,20,True
1035,20,20,True
1036,20,20,True
1037,20,20,True
1038,20,20,True
1039,20,20,True
1040,20,20,True
1041,20,20,True
1042,20,20,True
1043,20,20,True
1044,20,19,False
1045,20,20,True
1046,20,20,True
1047,20,20,True
1048,20,20,True
1049,20,20,True
1050,20,20,True
1051,20,20,True
1052,20,20,True
1053,20,20,True
1054,20,19,False
1055,20,19,False
1056,20,20,True
1057,20,20,True
1058,20,20,True
1059,20,20,True
1060,20,19,False
1061,20,20,True
1062,20,20,True
1063,20,20,True
1064,20,20,True
1065,20,20,True
1066,20,20,True
1067,20,20,True
1068,20,20,True
1069,20,20,True
1070,20,20,True
1071,20,20,True
1072,20,20,True
1073,20,20,True
1074,20,70,False
1075,20,20,True
1076,20,20,True
1077,20,20,True
1078,20,20,True
1079,20,20,True
1080,20,20,True
1081,20,20,True
1082,20,20,True
1083,20,20,True
1084,20,20,True
1085,20,20,True
1086,20,20,True
1087,20,20,True
1088,20,20,True
1089,21,42,False
1090,21,21,True
1091,21,21,True
1092,21,21,True
1093,21,33,False
1094,21,45,False
1095,21,78,False
1096,21,21,True
1097,21,21,True
1098,21,21,True
1099,21,78,False
1100,21,21,True
1101,21,78,False
1102,21,21,True
1103,21,21,True
1104,21,21,True
1105,21,21,True
1106,21,21,True
1107,21,78,False
1108,21,56,False
1109,21,21,True
1110,21,21,True
1111,21,21,True
1112,21,53,False
1113,21,78,False
1114,21,21,True
1115,21,78,False
1116,21,53,False
1117,21,21,True
1118,21,21,True
1119,21,21,True
1120,21,21,True
1121,21,78,False
1122,21,21,True
1123,21,21,True
1124,21,78,False
1125,21,78,False
1126,21,78,False
1127,21,81,False
1128,21,21,True
1129,21,63,False
1130,21,42,False
1131,21,21,True
1132,21,21,True
1133,21,78,False
1134,21,63,False
1135,21,21,True
1136,21,21,True
1137,21,21,True
1138,21,25,False
1139,21,21,True
1140,21,21,True
1141,21,21,True
1142,21,21,True
1143,21,21,True
1144,21,21,True
1145,21,21,True
1146,21,21,True
1147,21,21,True
1148,21,78,False
1149,21,40,False
1150,21,59,False
1151,21,78,False
1152,21,73,False
1153,21,59,False
1154,21,59,False
1155,21,94,False
1156,21,78,False
1157,21,46,False
1158,21,78,False
1159,21,6,False
1160,22,22,True
1161,22,22,True
1162,22,95,False
1163,22,22,True
1164,22,81,False
1165,22,95,False
1166,22,22,True
1167,22,22,True
1168,22,22,True
1169,22,77,False
1170,22,22,True
1171,22,22,True
1172,22,34,False
1173,22,78,False
1174,22,22,True
1175,22,22,True
1176,22,22,True
1177,22,22,True
1178,22,22,True
1179,22,22,True
1180,22,22,True
1181,22,22,True
1182,22,46,False
1183,22,11,False
1184,22,22,True
1185,22,22,True
1186,22,22,True
1187,22,78,False
1188,22,22,True
1189,22,46,False
1190,22,22,True
1191,22,34,False
1192,22,78,False
1193,22,81,False
1194,22,22,True
1195,22,22,True
1196,22,95,False
1197,22,34,False
1198,22,22,True
1199,22,22,True
1200,22,22,True
1201,22,22,True
1202,22,78,False
1203,22,95,False
1204,22,22,True
1205,22,22,True
1206,22,22,True
1207,22,22,True
1208,22,22,True
1209,22,78,False
1210,22,22,True
1211,22,22,True
1212,22,22,True
1213,22,34,False
1214,22,22,True
1215,22,22,True
1216,22,22,True
1217,22,95,False
1218,22,22,True
1219,22,95,False
1220,22,22,True
1221,22,22,True
1222,23,62,False
1223,23,23,True
1224,23,23,True
1225,23,62,False
1226,23,9,False
1227,23,23,True
1228,23,62,False
1229,23,23,True
1230,23,42,False
1231,23,23,True
1232,23,23,True
1233,23,23,True
1234,23,23,True
1235,23,23,True
1236,23,62,False
1237,23,23,True
1238,23,23,True
1239,23,23,True
1240,23,23,True
1241,23,62,False
1242,24,24,True
1243,24,24,True
1244,24,24,True
1245,24,24,True
1246,24,24,True
1247,24,24,True
1248,24,24,True
1249,24,24,True
1250,24,24,True
1251,24,24,True
1252,24,24,True
1253,24,24,True
1254,24,24,True
1255,24,24,True
1256,24,24,True
1257,24,24,True
1258,24,24,True
1259,24,24,True
1260,24,24,True
1261,24,24,True
1262,24,24,True
1263,24,24,True
1264,24,24,True
1265,24,24,True
1266,24,24,True
1267,24,24,True
1268,24,24,True
1269,24,24,True
1270,24,24,True
1271,24,24,True
1272,24,24,True
1273,24,24,True
1274,24,24,True
1275,24,24,True
1276,24,24,True
1277,24,24,True
1278,24,24,True
1279,24,24,True
1280,24,24,True
1281,24,24,True
1282,24,24,True
1283,24,24,True
1284,24,24,True
1285,24,24,True
1286,24,24,True
1287,24,24,True
1288,24,24,True
1289,24,24,True
1290,24,24,True
1291,24,24,True
1292,24,24,True
1293,24,24,True
1294,24,24,True
1295,24,24,True
1296,24,24,True
1297,24,24,True
1298,24,24,True
1299,24,24,True
1300,24,24,True
1301,24,24,True
1302,24,24,True
1303,24,24,True
1304,24,24,True
1305,24,24,True
1306,24,24,True
1307,24,24,True
1308,24,24,True
1309,24,24,True
1310,24,24,True
1311,24,24,True
1312,24,24,True
1313,24,24,True
1314,24,24,True
1315,24,24,True
1316,24,24,True
1317,24,24,True
1318,24,24,True
1319,24,24,True
1320,24,24,True
1321,24,24,True
1322,24,24,True
1323,24,24,True
1324,24,24,True
1325,24,24,True
1326,24,24,True
1327,24,24,True
1328,24,24,True
1329,24,24,True
1330,25,25,True
1331,25,75,False
1332,25,25,True
1333,25,25,True
1334,25,88,False
1335,25,25,True
1336,25,25,True
1337,25,25,True
1338,25,71,False
1339,25,70,False
1340,25,25,True
1341,25,96,False
1342,25,25,True
1343,25,25,True
1344,25,25,True
1345,25,25,True
1346,25,71,False
1347,25,77,False
1348,25,75,False
1349,25,88,False
1350,25,25,True
1351,25,25,True
1352,25,25,True
1353,25,77,False
1354,25,25,True
1355,25,75,False
1356,25,25,True
1357,25,25,True
1358,25,88,False
1359,25,25,True
1360,25,25,True
1361,25,25,True
1362,26,97,False
1363,26,33,False
1364,26,26,True
1365,26,26,True
1366,26,26,True
1367,26,26,True
1368,26,26,True
1369,26,33,False
1370,26,26,True
1371,26,23,False
1372,26,26,True
1373,26,26,True
1374,26,26,True
1375,26,26,True
1376,26,26,True
1377,26,26,True
1378,26,79,False
1379,26,79,False
1380,26,23,False
1381,26,26,True
1382,26,63,False
1383,26,26,True
1384,26,26,True
1385,26,26,True
1386,26,26,True
1387,26,33,False
1388,26,26,True
1389,26,26,True
1390,26,26,True
1391,26,26,True
1392,26,26,True
1393,26,26,True
1394,26,26,True
1395,26,40,False
1396,26,33,False
1397,26,26,True
1398,26,4,False
1399,26,26,True
1400,26,33,False
1401,26,86,False
1402,26,26,True
1403,26,26,True
1404,26,26,True
1405,26,26,True
1406,26,33,False
1407,26,24,False
1408,26,33,False
1409,26,26,True
1410,26,26,True
1411,26,26,True
1412,26,26,True
1413,26,63,False
1414,26,26,True
1415,26,26,True
1416,26,26,True
1417,27,27,True
1418,27,27,True
1419,27,27,True
1420,27,27,True
1421,27,27,True
1422,27,27,True
1423,27,27,True
1424,27,27,True
1425,27,27,True
1426,27,27,True
1427,27,27,True
1428,27,27,True
1429,27,27,True
1430,27,27,True
1431,27,27,True
1432,27,27,True
1433,27,27,True
1434,27,27,True
1435,27,27,True
1436,27,27,True
1437,27,27,True
1438,27,27,True
1439,27,27,True
1440,27,27,True
1441,27,27,True
1442,27,27,True
1443,27,27,True
1444,27,27,True
1445,27,27,True
1446,27,27,True
1447,28,30,False
1448,28,18,False
1449,28,28,True
1450,28,28,True
1451,28,28,True
1452,28,100,False
1453,28,30,False
1454,28,16,False
1455,28,48,False
1456,28,30,False
1457,28,28,True
1458,28,30,False
1459,28,42,False
1460,28,36,False
1461,28,62,False
1462,28,28,True
1463,28,5,False
1464,28,30,False
1465,28,62,False
1466,28,84,False
1467,28,42,False
1468,28,28,True
1469,28,42,False
1470,28,28,True
1471,28,42,False
1472,28,7,False
1473,28,74,False
1474,28,84,False
1475,28,28,True
1476,28,84,False
1477,28,42,False
1478,28,28,True
1479,28,42,False
1480,28,28,True
1481,28,28,True
1482,28,42,False
1483,28,30,False
1484,28,28,True
1485,28,62,False
1486,28,100,False
1487,28,28,True
1488,28,28,True
1489,28,28,True
1490,28,42,False
1491,28,42,False
1492,28,53,False
1493,28,17,False
1494,28,28,True
1495,28,42,False
1496,28,28,True
1497,28,28,True
1498,28,62,False
1499,28,28,True
1500,28,17,False
1501,28,28,True
1502,28,42,False
1503,28,79,False
1504,28,28,True
1505,28,30,False
1506,28,17,False
1507,28,16,False
1508,28,28,True
1509,28,42,False
1510,28,28,True
1511,28,30,False
1512,28,53,False
1513,28,28,True
1514,28,84,False
1515,28,28,True
1516,28,28,True
1517,28,30,False
1518,28,28,True
1519,28,42,False
1520,28,28,True
1521,28,28,True
1522,28,28,True
1523,28,28,True
1524,28,28,True
1525,28,30,False
1526,28,49,False
1527,28,30,False
1528,28,42,False
1529,28,28,True
1530,28,28,True
1531,28,42,False
1532,28,28,True
1533,28,28,True
1534,28,42,False
1535,28,30,False
1536,28,42,False
1537,28,28,True
1538,28,30,False
1539,29,29,True
1540,29,29,True
1541,29,29,True
1542,29,29,True
1543,29,29,True
1544,29,29,True
1545,29,29,True
1546,29,29,True
1547,29,31,False
1548,29,29,True
1549,29,29,True
1550,29,29,True
1551,29,31,False
1552,29,29,True
1553,29,29,True
1554,29,29,True
1555,29,29,True
1556,29,78,False
1557,29,31,False
1558,29,94,False
1559,29,29,True
1560,29,46,False
1561,29,29,True
1562,29,29,True
1563,29,29,True
1564,29,29,True
1565,29,29,True
1566,29,29,True
1567,29,29,True
1568,29,31,False
1569,29,29,True
1570,29,101,False
1571,29,29,True
1572,29,29,True
1573,29,29,True
1574,29,29,True
1575,29,29,True
1576,29,29,True
1577,29,29,True
1578,29,29,True
1579,29,29,True
1580,29,29,True
1581,29,29,True
1582,29,29,True
1583,29,29,True
1584,29,19,False
1585,29,31,False
1586,29,29,True
1587,29,29,True
1588,29,29,True
1589,29,29,True
1590,29,29,True
1591,29,29,True
1592,29,29,True
1593,29,29,True
1594,29,29,True
1595,29,29,True
1596,29,29,True
1597,29,29,True
1598,29,29,True
1599,29,29,True
1600,29,29,True
1601,29,29,True
1602,29,29,True
1603,29,29,True
1604,29,29,True
1605,29,29,True
1606,30,79,False
1607,30,56,False
1608,30,83,False
1609,30,70,False
1610,30,30,True
1611,30,63,False
1612,30,30,True
1613,30,30,True
1614,30,30,True
1615,30,97,False
1616,30,33,False
1617,30,30,True
1618,30,101,False
1619,30,79,False
1620,30,43,False
1621,30,30,True
1622,30,79,False
1623,30,30,True
1624,30,30,True
1625,30,33,False
1626,30,23,False
1627,30,30,True
1628,30,30,True
1629,30,30,True
1630,30,30,True
1631,30,30,True
1632,30,30,True
1633,30,79,False
1634,30,30,True
1635,30,30,True
1636,30,79,False
1637,30,30,True
1638,30,30,True
1639,30,30,True
1640,30,30,True
1641,30,30,True
1642,30,24,False
1643,30,30,True
1644,30,30,True
1645,30,30,True
1646,30,30,True
1647,30,30,True
1648,30,40,False
1649,30,30,True
1650,30,24,False
1651,30,69,False
1652,30,30,True
1653,30,101,False
1654,30,40,False
1655,30,58,False
1656,30,30,True
1657,30,30,True
1658,30,30,True
1659,30,79,False
1660,30,30,True
1661,30,30,True
1662,30,40,False
